clean_item_name,year,month,location,total_sales,transactions,total_quantity_sold,average_base_price,median_base_price
Camino Roca Altxerri Rose,2022,8,The Dram Shop Central,23.0,1,1.0,23.0,23.0
Campfire Stout,2022,8,The Dram Shop Central,188.04,28,31.0,6.25,6.0
Campfire Stout,2022,8,The Dram Shop Front St.,13.7,3,4.0,3.75,3.75
Captain Insano Hazy,2022,8,The Dram Shop Central,609.25,80,110.0,5.69,5.5
Carbonic Sangiovese,2022,8,The Dram Shop Central,312.87,26,33.0,10.06,9.5
Carlsberg Lager,2022,8,The Dram Shop Central,883.31,120,159.0,5.83,5.5
Cascade Red,2022,8,The Dram Shop Central,171.5,18,25.0,7.0,7.0
Catharine Guava Raspberry Sour,2022,8,The Dram Shop Central,424.0,75,92.0,4.91,5.0
Celebration Pilsner,2022,8,The Dram Shop Front St.,1.5,1,1.0,2.0,2.0
Chenin Blanc,2022,8,The Dram Shop Front St.,19.5,1,1.0,19.5,19.5
Chopping Wood German Pilsner,2022,8,The Dram Shop Front St.,733.86,98,125.0,5.92,5.5
Chuckle Cones IPA,2022,8,The Dram Shop Central,18.75,5,5.0,3.75,3.75
Cinino Rosato Frizzante,2022,8,The Dram Shop Central,27.0,1,1.0,27.0,27.0
Cinnamon Bun Baltic Porter,2022,8,The Dram Shop Central,195.97,43,44.0,4.73,5.0
Cirsium and Skye Scottish Heavy,2022,8,The Dram Shop Front St.,151.95,25,28.0,5.47,5.5
Cistercien Rose',2022,8,The Dram Shop Front St.,37.0,2,2.0,18.5,18.5
Citra Pale,2022,8,The Dram Shop Front St.,376.8,78,89.0,4.37,4.5
Colossal Claude,2022,8,The Dram Shop Front St.,202.5,32,40.0,5.17,5.5
Conquilla Brut Cava Rose,2022,8,The Dram Shop Front St.,26.0,1,1.0,26.0,26.0
Coors Banquet,2022,8,The Dram Shop Central,28.0,4,7.0,4.0,4.0
Coors Banquet,2022,8,The Dram Shop Front St.,5.25,1,1.0,7.0,7.0
Cortese,2022,8,The Dram Shop Front St.,324.75,34,38.0,8.93,8.5
Cortese Skin Ferment,2022,8,The Dram Shop Central,188.0,15,21.0,9.03,8.5
Cultivision Cold IPA,2022,8,The Dram Shop Front St.,600.21,86,104.0,6.0,6.0
Cultivision IPA,2022,8,The Dram Shop Front St.,117.5,26,31.0,4.21,3.75
Cuvee Farmhouse Ale,2022,8,The Dram Shop Central,130.0,13,15.0,9.33,10.0
Cyclic Beer Farm Saison,2022,8,The Dram Shop Front St.,17.0,1,1.0,17.0,17.0
Cyclic Cuvee: Barrel Aged Brett Sour Saison,2022,8,The Dram Shop Central,23.0,1,1.0,23.0,23.0
Dale's Pale,2022,8,The Dram Shop Front St.,302.06,59,62.0,4.96,5.0
Dale's Pale Ale,2022,8,The Dram Shop Central,28.5,6,6.0,4.75,3.75
Daruma IPA,2022,8,The Dram Shop Central,36.0,6,6.0,6.0,5.0
Dead Guy Ale,2022,8,The Dram Shop Central,3.5,1,1.0,3.5,3.5
Death Before Disco Porter,2022,8,The Dram Shop Front St.,205.5,34,37.0,5.7,5.5
Death Bloom Imperial Stout,2022,8,The Dram Shop Front St.,33.0,2,3.0,12.0,12.0
Delirium Red,2022,8,The Dram Shop Front St.,238.0,24,29.0,8.98,9.0
Delirium Tremens,2022,8,The Dram Shop Front St.,42.0,5,6.0,7.2,8.0
Dirt Church NE IPA,2022,8,The Dram Shop Front St.,442.14,75,93.0,4.82,4.5
Disco Soliel,2022,8,The Dram Shop Central,34.5,5,6.0,6.0,6.0
Disco Soliel,2022,8,The Dram Shop Front St.,4.5,1,1.0,6.0,6.0
Divine Consciousness,2022,8,The Dram Shop Central,174.19,21,25.0,7.0,7.0
Double Dale's Imperial IPA,2022,8,The Dram Shop Front St.,297.42,57,71.0,4.35,5.0
Dramily Affair IPA,2022,8,The Dram Shop Central,27.5,5,5.0,5.5,5.5
Dramily Affair IPA,2022,8,The Dram Shop Front St.,269.52,46,51.0,5.41,5.5
Dream Patch,2022,8,The Dram Shop Front St.,254.75,28,33.0,7.56,7.5
Dream Vision Ale,2022,8,The Dram Shop Central,36.0,5,7.0,5.0,4.0
Dry Rose',2022,8,The Dram Shop Central,454.75,43,60.0,7.65,7.5
Dry and Dandy Pet Nat 2021,2022,8,The Dram Shop Front St.,21.5,1,1.0,21.5,21.5
Duchesse De Bourgogne,2022,8,The Dram Shop Front St.,14.29,1,1.0,15.0,15.0
Duchesse de Bourgogne,2022,8,The Dram Shop Central,50.0,3,3.0,16.67,15.0
Einbecker Brauherren Pilsener,2022,8,The Dram Shop Central,15.0,3,3.0,5.0,5.0
Endless Enigma Belgian Pale,2022,8,The Dram Shop Front St.,53.8,3,4.0,15.83,11.5
Entracte Rose,2022,8,The Dram Shop Central,597.0,48,71.0,8.58,8.0
Etna Rosso,2022,8,The Dram Shop Central,38.5,1,1.0,38.5,38.5
Etna Rosso,2022,8,The Dram Shop Front St.,25.65,1,1.0,28.5,28.5
Farmhouse Table Beer,2022,8,The Dram Shop Central,187.5,25,31.0,6.3,5.5
Fat Robin,2022,8,The Dram Shop Central,732.07,121,147.0,4.98,5.0
Fat Robin,2022,8,The Dram Shop Front St.,272.7,50,54.0,5.36,5.0
Father Of The Wolf Hefeweizen,2022,8,The Dram Shop Central,343.0,49,62.0,5.53,5.5
Fernandito Sour Ale,2022,8,The Dram Shop Central,23.0,1,1.0,23.0,23.0
Figaro,2022,8,The Dram Shop Central,13.0,1,1.0,13.0,13.0
Firetower Amber,2022,8,The Dram Shop Front St.,371.3,63,70.0,5.45,5.0
Fitzgerald,2022,8,The Dram Shop Front St.,45.0,2,2.0,22.5,20.0
Flamingo Dreams Nitro,2022,8,The Dram Shop Front St.,494.41,84,92.0,5.41,5.5
Flensburger Weizen,2022,8,The Dram Shop Front St.,27.5,5,5.0,5.5,5.5
Foeder #1 Kriek,2022,8,The Dram Shop Front St.,232.0,25,26.0,8.92,9.0
Four Quarters Phaze IPA,2022,8,The Dram Shop Central,71.24,12,12.0,6.17,5.5
Freedom Fighter IPA,2022,8,The Dram Shop Central,139.42,12,25.0,6.0,5.5
From the Tank White,2022,8,The Dram Shop Front St.,689.21,71,94.0,7.59,7.0
Fruh Kolsch,2022,8,The Dram Shop Central,3.5,1,1.0,3.5,3.5
Gallatin Roar Cold IPA,2022,8,The Dram Shop Front St.,3.37,1,1.0,3.75,3.75
Gamay Noir,2022,8,The Dram Shop Front St.,42.88,2,2.0,24.5,24.5
Gaspard Rosé,2022,8,The Dram Shop Front St.,781.67,74,97.0,8.52,8.0
Giggle Nuggets Dank IPA,2022,8,The Dram Shop Front St.,490.33,73,82.0,6.33,6.0
Globe Chenin Blanc,2022,8,The Dram Shop Central,172.4,3,6.0,29.5,34.0
Golden Pilsner,2022,8,The Dram Shop Front St.,833.39,119,167.0,5.1,5.0
Grangia Rosato,2022,8,The Dram Shop Front St.,19.0,1,1.0,24.0,24.0
Grapefruit IPA,2022,8,The Dram Shop Front St.,38.75,7,9.0,4.5,4.75
Grapefruit IPA GF,2022,8,The Dram Shop Central,309.22,38,47.0,6.75,6.5
Grapefruit Radler,2022,8,The Dram Shop Central,29.0,4,6.0,5.0,5.5
Grapefruit Radler,2022,8,The Dram Shop Front St.,33.0,6,6.0,5.5,5.5
Grizzly Berry Hard Seltzer,2022,8,The Dram Shop Front St.,6.0,1,3.0,2.0,2.0
Gruner Veltliner,2022,8,The Dram Shop Front St.,34.01,2,2.0,17.5,17.5
Gruner Vetliner,2022,8,The Dram Shop Front St.,313.37,29,39.0,8.46,7.0
Gurutzeta Sagardoa Basque Cider,2022,8,The Dram Shop Front St.,18.5,2,3.0,6.5,5.5
Hand Rolled Hazy IPA,2022,8,The Dram Shop Central,394.5,53,65.0,6.09,5.5
Hazer Tag,2022,8,The Dram Shop Central,509.5,83,92.0,5.69,5.5
Hazy Little Thing,2022,8,The Dram Shop Front St.,37.5,8,10.0,3.75,3.0
Hazy Wonder,2022,8,The Dram Shop Front St.,189.5,38,46.0,4.13,4.5
Hazy-O!,2022,8,The Dram Shop Front St.,27.5,5,6.0,5.0,5.0
Head Full of Dynamite,2022,8,The Dram Shop Front St.,213.0,30,39.0,5.74,6.0
Head Full of Fresh Hops,2022,8,The Dram Shop Central,37.1,6,11.0,3.5,3.5
Heinrich Zweigelt,2022,8,The Dram Shop Central,21.0,1,1.0,21.0,21.0
Hell Helles,2022,8,The Dram Shop Front St.,889.09,103,139.0,6.56,6.0
Hell Lager,2022,8,The Dram Shop Central,12.5,3,3.0,4.17,3.5
Hell Lager,2022,8,The Dram Shop Front St.,35.0,4,10.0,3.5,3.5
Hokkaido Yamabiko Japanese Lager,2022,8,The Dram Shop Central,74.5,14,20.0,3.8,3.0
Hokkaido Yamabiko Japanese Lager,2022,8,The Dram Shop Front St.,59.15,14,19.0,3.57,3.0
Homegrown Farm Fresh Pale Ale,2022,8,The Dram Shop Front St.,46.0,7,8.0,5.86,5.0
Hopnosis,2022,8,The Dram Shop Front St.,285.68,44,56.0,5.48,5.5
Hoptimum,2022,8,The Dram Shop Front St.,187.73,20,25.0,8.31,7.0
Hurluberlu Cab Franc,2022,8,The Dram Shop Central,276.0,28,36.0,7.98,7.5
Hustle Double IPA,2022,8,The Dram Shop Front St.,19.5,6,9.0,2.33,2.0
IBUs are dead IPA,2022,8,The Dram Shop Front St.,253.43,31,38.0,7.08,7.0
IPA,2022,8,The Dram Shop Front St.,655.0,99,138.0,4.98,4.5
Il Ceo Rosato Frizzante,2022,8,The Dram Shop Front St.,54.0,2,2.0,27.0,27.0
Il Rosso Lambrusco Emilia IGT,2022,8,The Dram Shop Front St.,77.53,4,4.0,21.0,18.5
Johnny Utah Pale Ale,2022,8,The Dram Shop Central,2.0,1,1.0,2.0,2.0
Juice Theorem,2022,8,The Dram Shop Front St.,539.95,85,108.0,5.23,5.5
Kellerbier,2022,8,The Dram Shop Central,132.0,18,22.0,6.0,6.0
Kelly Street Cider,2022,8,The Dram Shop Central,219.26,21,22.0,10.0,10.0
Kelly Street Cider,2022,8,The Dram Shop Front St.,323.64,29,31.0,10.74,10.0
Kolsch,2022,8,The Dram Shop Front St.,135.35,17,19.0,7.13,6.5
La Araucaria Rosado,2022,8,The Dram Shop Central,20.0,1,1.0,20.0,20.0
La Santa,2022,8,The Dram Shop Central,27.5,1,1.0,27.5,27.5
La Santa,2022,8,The Dram Shop Front St.,75.0,2,2.0,37.5,37.5
Lacrima di Morro d'Alba,2022,8,The Dram Shop Front St.,22.0,1,1.0,22.0,22.0
Lang and Reed Cab Franc,2022,8,The Dram Shop Front St.,513.0,47,61.0,8.75,8.0
Last Best Pineapple,2022,8,The Dram Shop Front St.,395.8,37,44.0,9.1,9.0
Le Brun Poire,2022,8,The Dram Shop Central,10.0,1,1.0,10.0,10.0
Le Phoque Plongeur Aromatic White,2022,8,The Dram Shop Central,18.5,1,1.0,18.5,18.5
Le Père Jules Brut,2022,8,The Dram Shop Central,15.5,1,1.0,15.5,15.5
Lily,2022,8,The Dram Shop Central,473.76,69,88.0,5.53,5.5
Lovamor Blanco,2022,8,The Dram Shop Front St.,31.0,1,1.0,36.0,36.0
Lucille IPA,2022,8,The Dram Shop Front St.,883.08,142,192.0,4.82,5.0
Lush IPA,2022,8,The Dram Shop Central,546.61,85,109.0,5.15,5.0
Lychee Kozo,2022,8,The Dram Shop Front St.,238.48,42,53.0,4.55,4.5
Mac and Jack's African Amber,2022,8,The Dram Shop Central,10.0,3,3.0,3.33,4.0
Mango Lime Sour,2022,8,The Dram Shop Front St.,545.64,84,95.0,6.02,5.5
Maredsous Triple Ale,2022,8,The Dram Shop Central,36.0,2,2.0,18.0,18.0
Mas Fina Mexican Lager,2022,8,The Dram Shop Front St.,493.38,66,86.0,5.87,5.5
Master Theory DIPA,2022,8,The Dram Shop Central,114.25,10,14.0,9.77,9.0
Maximus Colossal Double IPA,2022,8,The Dram Shop Front St.,4.0,1,1.0,4.0,4.0
Merlot,2022,8,The Dram Shop Front St.,250.25,20,24.0,10.93,9.5
Meteor Shower Blonde,2022,8,The Dram Shop Central,8.5,2,2.0,4.25,3.25
Michael Plank Hefeweizen,2022,8,The Dram Shop Front St.,19.55,4,4.0,5.0,4.5
Milk Truck Latte Stout,2022,8,The Dram Shop Central,209.81,44,46.0,4.65,5.0
Milou Rose,2022,8,The Dram Shop Central,53.0,1,4.0,13.25,13.25
Miner's Gold,2022,8,The Dram Shop Front St.,364.87,67,77.0,5.05,5.0
Modelo Especial,2022,8,The Dram Shop Central,9.0,1,2.0,4.5,4.5
Modelo Especial,2022,8,The Dram Shop Front St.,413.75,68,91.0,4.61,4.5
Monks Cafe Flemish Sour,2022,8,The Dram Shop Central,7.0,2,2.0,3.5,3.5
Montana Breeze Cranberry & Grapefruit Sour,2022,8,The Dram Shop Central,153.5,28,33.0,4.74,5.0
Morphos Pet-Nat,2022,8,The Dram Shop Central,30.0,1,1.0,30.0,30.0
Morphos Pet-Nat,2022,8,The Dram Shop Front St.,109.38,5,5.0,22.0,20.0
Most,2022,8,The Dram Shop Front St.,4.95,1,1.0,5.5,5.5
Mutant X IPA,2022,8,The Dram Shop Front St.,17.0,5,5.0,3.4,3.0
NMWD Private Stash Carignan,2022,8,The Dram Shop Central,27.0,1,1.0,27.0,27.0
Neozapatismo Marg. Gose,2022,8,The Dram Shop Front St.,128.5,13,14.0,10.58,9.0
No Pressure No Diamonds,2022,8,The Dram Shop Front St.,233.25,34,35.0,7.57,7.5
Note di Bianco,2022,8,The Dram Shop Central,116.1,5,5.0,27.0,27.0
Note di Bianco,2022,8,The Dram Shop Front St.,40.5,1,2.0,27.0,27.0
O.K Lager,2022,8,The Dram Shop Central,8.88,3,3.0,3.17,2.5
O.K. Lager,2022,8,The Dram Shop Front St.,16.75,5,6.0,2.9,2.5
Odd Peach,2022,8,The Dram Shop Front St.,181.76,26,26.0,7.35,7.0
Orange,2022,8,The Dram Shop Central,266.2,7,13.0,22.0,22.0
Organic Amber,2022,8,The Dram Shop Central,289.08,52,67.0,4.39,4.5
Organic Porter,2022,8,The Dram Shop Front St.,271.81,45,50.0,5.59,5.5
Organic Rose Cider,2022,8,The Dram Shop Central,31.0,5,5.0,6.2,7.0
Origami Rose,2022,8,The Dram Shop Front St.,66.7,3,3.0,23.0,23.0
Oyster River Dry Cider,2022,8,The Dram Shop Front St.,17.0,2,2.0,8.5,7.5
P'tit Gaby,2022,8,The Dram Shop Front St.,110.62,6,6.0,18.75,18.75
Pacifico Clara,2022,8,The Dram Shop Central,6.5,2,2.0,3.25,3.25
Pacifico Clara,2022,8,The Dram Shop Front St.,46.65,9,11.0,4.47,4.5
Pash Rash Pet-Nat,2022,8,The Dram Shop Central,105.0,3,3.0,35.0,35.0
Passionfruit Sour,2022,8,The Dram Shop Central,317.36,46,55.0,5.9,5.5
Past Glimpse Sour Wheat,2022,8,The Dram Shop Front St.,358.75,44,65.0,5.69,5.5
Peach Wheat,2022,8,The Dram Shop Central,347.96,56,71.0,5.04,5.0
Peak Conditions,2022,8,The Dram Shop Central,572.28,84,95.0,6.26,6.0
Pegasus Saison,2022,8,The Dram Shop Front St.,145.77,29,29.0,5.06,5.0
Pet-Nat Rose',2022,8,The Dram Shop Front St.,8.2,1,1.0,8.5,8.5
Pet-Nat of Chardonnay,2022,8,The Dram Shop Central,236.25,21,30.0,9.32,9.5
Photon Pale Ale,2022,8,The Dram Shop Front St.,59.93,10,12.0,5.5,5.5
Picnic Cream Ale,2022,8,The Dram Shop Central,493.31,73,99.0,5.09,5.0
Pilsner,2022,8,The Dram Shop Front St.,512.95,81,94.0,5.57,5.5
Pink,2022,8,The Dram Shop Central,23.0,1,1.0,23.0,23.0
Pinot Noir,2022,8,The Dram Shop Central,427.38,41,50.0,8.9,8.0
Pomelo del Huerto,2022,8,The Dram Shop Central,37.62,2,2.0,21.5,21.5
Populis Pet Nat,2022,8,The Dram Shop Front St.,21.5,1,1.0,21.5,21.5
Portland IPA,2022,8,The Dram Shop Front St.,998.69,127,166.0,6.41,6.5
Post Flirtation White,2022,8,The Dram Shop Front St.,35.5,1,1.0,35.5,35.5
Prickly Pearadise,2022,8,The Dram Shop Front St.,525.42,100,112.0,4.75,4.5
Prosecco,2022,8,The Dram Shop Front St.,5.0,1,1.0,5.0,5.0
Pulp Theory,2022,8,The Dram Shop Front St.,578.91,80,103.0,5.9,6.0
Quirk Cherry Blossom & Lime Hard Seltzer,2022,8,The Dram Shop Front St.,720.18,100,143.0,5.17,5.0
Quirk Cherry Blossom & Lime Hard Seltzerw,2022,8,The Dram Shop Central,471.84,77,101.0,4.87,5.0
Quirk Hard Seltzer,2022,8,The Dram Shop Central,6.0,2,3.0,2.0,2.0
Quirk Hard Seltzer,2022,8,The Dram Shop Front St.,46.94,10,22.0,2.36,2.0
RIde The Spiral Double IPA,2022,8,The Dram Shop Central,7.0,2,2.0,3.5,3.5
Ranch Hand,2022,8,The Dram Shop Front St.,13.8,4,5.0,2.8,2.0
Ranch Hand Hard Cider,2022,8,The Dram Shop Central,13.71,4,5.0,3.0,2.0
Raspberry Dimension,2022,8,The Dram Shop Central,62.5,8,9.0,7.0,6.5
Real Dry Cider,2022,8,The Dram Shop Front St.,549.66,81,115.0,4.9,5.0
Red Sangria,2022,8,The Dram Shop Central,150.77,12,22.0,7.0,7.0
Reissdorf Kolsch,2022,8,The Dram Shop Front St.,6.56,2,2.0,3.75,3.75
Reissdorf Kölsch,2022,8,The Dram Shop Front St.,14.06,3,4.0,3.75,3.75
Riesling skin contact,2022,8,The Dram Shop Front St.,329.76,36,39.0,8.49,8.0
Rising Sun Espresso Porter,2022,8,The Dram Shop Central,337.75,52,58.0,5.84,5.5
Robot Panda Hazy IPA,2022,8,The Dram Shop Central,40.59,7,7.0,6.18,5.5
Robot Panda Hazy IPA,2022,8,The Dram Shop Front St.,37.0,10,10.0,3.7,3.5
Rocky Mountain Kolsch,2022,8,The Dram Shop Front St.,423.4,81,99.0,4.32,4.5
Rosammare,2022,8,The Dram Shop Central,18.0,1,1.0,24.0,24.0
Rosato Giandon,2022,8,The Dram Shop Front St.,70.31,4,4.0,18.75,18.75
Rosee D'Hibiscus,2022,8,The Dram Shop Front St.,9.0,2,2.0,6.0,6.0
Ross Creek Red,2022,8,The Dram Shop Central,122.31,26,26.0,4.73,5.0
Rosso Barbera,2022,8,The Dram Shop Front St.,20.7,1,1.0,23.0,23.0
Rosso Litro,2022,8,The Dram Shop Front St.,38.7,2,2.0,21.5,21.5
Running a Business,2022,8,The Dram Shop Central,36.75,2,2.0,24.5,24.5
Saison d'Erpe-Mere,2022,8,The Dram Shop Central,19.5,2,3.0,6.5,6.5
Saison d'Erpe-Mere,2022,8,The Dram Shop Front St.,8.5,1,1.0,8.5,8.5
Samuel Smith Winter Welcome,2022,8,The Dram Shop Central,5.25,1,1.0,5.25,5.25
Sauvignon Blanc,2022,8,The Dram Shop Central,285.75,22,31.0,9.69,9.5
Sauvignon Blanc,2022,8,The Dram Shop Front St.,32.0,2,2.0,16.0,16.0
Sea Foam Pet-Nat,2022,8,The Dram Shop Front St.,50.25,2,2.0,28.0,23.0
Shady NEIPA,2022,8,The Dram Shop Central,114.69,18,21.0,5.5,5.5
Shakespeare Oatmeal Stout Nitro,2022,8,The Dram Shop Front St.,290.71,50,53.0,5.49,5.5
Single Hop Pale Ale,2022,8,The Dram Shop Central,496.75,84,102.0,4.91,5.0
Sippin Pretty Sour,2022,8,The Dram Shop Front St.,20.12,5,7.0,3.5,3.5
Sky Bliss IPA,2022,8,The Dram Shop Front St.,35.9,6,6.0,7.0,6.0
Sky Kraken Hazy Pale Ale,2022,8,The Dram Shop Central,1.5,1,1.0,2.0,2.0
Sky Kraken Hazy Pale Ale,2022,8,The Dram Shop Front St.,26.0,9,9.0,2.89,2.0
Sour Brown Ale,2022,8,The Dram Shop Front St.,101.5,12,12.0,8.46,9.0
Sour Cherry,2022,8,The Dram Shop Central,148.5,28,36.0,4.3,5.0
Sour Cherry,2022,8,The Dram Shop Front St.,497.35,92,111.0,4.45,4.5
Sparkling Chenin Blanc,2022,8,The Dram Shop Central,35.0,2,2.0,17.5,17.5
Sparkling Chenin Blanc,2022,8,The Dram Shop Front St.,17.5,1,1.0,17.5,17.5
Specific Void,2022,8,The Dram Shop Central,512.37,68,96.0,5.93,6.0
Specific Void,2022,8,The Dram Shop Front St.,590.22,79,99.0,6.1,6.0
Specific Void IPA,2022,8,The Dram Shop Front St.,13.05,3,3.0,4.5,4.5
Spergola Frizzante,2022,8,The Dram Shop Central,121.4,5,6.0,20.6,23.0
Squib Cakes,2022,8,The Dram Shop Central,14.0,1,1.0,14.0,14.0
St. Bernardus Abt 12 Quadruple,2022,8,The Dram Shop Central,40.0,2,2.0,20.0,20.0
Staying Hoptimistic,2022,8,The Dram Shop Central,22.0,3,4.0,5.5,5.5
Stewart Loch Scottish Ale,2022,8,The Dram Shop Central,330.64,50,58.0,5.72,5.5
Stiegl Grapefruit Radler,2022,8,The Dram Shop Front St.,328.94,47,62.0,5.49,5.5
Strawberry Lemon and Basil Seltzer,2022,8,The Dram Shop Central,73.5,17,25.0,3.84,3.0
Sub Rosso,2022,8,The Dram Shop Front St.,49.4,2,2.0,26.0,26.0
Summer Ale,2022,8,The Dram Shop Central,42.5,7,9.0,4.75,4.5
Summer Haze,2022,8,The Dram Shop Front St.,259.75,38,47.0,5.55,5.5
Super Pils,2022,8,The Dram Shop Central,1030.03,172,232.0,4.76,5.0
Super Wit Bier,2022,8,The Dram Shop Front St.,576.8,87,99.0,6.06,5.5
Sweep the Leg Triple IPA,2022,8,The Dram Shop Front St.,95.2,6,12.0,8.0,8.0
Talus Rocks Summer IPA,2022,8,The Dram Shop Central,529.59,75,96.0,5.6,5.5
Tank 7,2022,8,The Dram Shop Central,90.0,12,12.0,7.5,6.0
Ten FIDY,2022,8,The Dram Shop Front St.,362.28,24,27.0,13.65,12.0
Tepache,2022,8,The Dram Shop Central,58.0,6,10.0,6.14,7.0
Tepache,2022,8,The Dram Shop Front St.,58.75,9,10.0,6.11,7.0
The Jewel,2022,8,The Dram Shop Central,41.5,6,7.0,6.0,6.0
The Phlow,2022,8,The Dram Shop Central,277.73,37,49.0,5.95,5.5
Thor Double IPA,2022,8,The Dram Shop Central,419.07,54,59.0,7.28,7.0
Trebbiano Bianco,2022,8,The Dram Shop Central,17.25,1,1.0,23.0,23.0
Triple,2022,8,The Dram Shop Front St.,28.0,4,4.0,7.0,7.0
Trossen Rot,2022,8,The Dram Shop Front St.,31.5,1,1.0,31.5,31.5
Twisted Paddle Pale Ale,2022,8,The Dram Shop Central,43.33,11,12.0,3.67,3.0
Unleashed Amber,2022,8,The Dram Shop Central,349.25,52,64.0,5.46,5.5
Valar Dohaeris Triple Ale,2022,8,The Dram Shop Front St.,28.0,2,2.0,14.0,11.5
Very Nice Berliner Weisse,2022,8,The Dram Shop Central,124.0,23,25.0,4.96,5.0
Vines Sum Rose',2022,8,The Dram Shop Central,53.76,3,3.0,21.5,21.5
Vitis Noble Sour Wheat Ale,2022,8,The Dram Shop Front St.,189.43,12,13.0,14.62,14.0
Watermelon Gose,2022,8,The Dram Shop Front St.,399.57,64,70.0,5.82,5.5
Watson Ranch Chardonnay,2022,8,The Dram Shop Central,76.0,2,2.0,40.0,40.0
Weber Vineyard Pinot Gris,2022,8,The Dram Shop Front St.,44.62,2,2.0,25.5,25.5
Weissbier,2022,8,The Dram Shop Central,429.14,66,78.0,5.58,5.5
Western Mutant,2022,8,The Dram Shop Front St.,33.0,8,9.0,3.67,3.0
What Rough Beast Hazy,2022,8,The Dram Shop Central,384.0,48,65.0,6.1,6.0
Where The Wild Hops Are IPA,2022,8,The Dram Shop Front St.,28.5,8,9.0,3.31,2.0
Willamette Valley Chardonnay,2022,8,The Dram Shop Central,42.88,2,2.0,24.5,24.5
Wilson IPA,2022,8,The Dram Shop Front St.,10.0,5,5.0,2.0,2.0
Yden's Fermata BA Saison,2022,8,The Dram Shop Front St.,10.0,1,1.0,10.0,10.0
You'll Get Nothing and Like It IPA,2022,8,The Dram Shop Central,10.8,1,6.0,2.0,2.0
You'll Get Nothing and Like It IPA,2022,8,The Dram Shop Front St.,2.0,1,1.0,2.0,2.0
les Traverses Cabernet Sauvignon,2022,8,The Dram Shop Front St.,29.0,1,1.0,29.0,29.0
| Z27S Nec Bones Wild Ale - Firestone Walker | Nec Bones Wild Ale |,2022,8,The Dram Shop Central,176.95,16,18.0,9.88,10.0
41 Peaks IPA,2022,7,The Dram Shop Central,564.07,64,93.0,6.39,6.0
805 Blonde,2022,7,The Dram Shop Central,144.38,23,27.0,5.39,5.5
805 Cerveza,2022,7,The Dram Shop Central,121.38,18,24.0,5.14,5.5
Ace of Hearts Imperial Red Ale,2022,7,The Dram Shop Front St.,25.25,5,5.0,5.05,4.25
Albarino - Semillon Skin Contact,2022,7,The Dram Shop Central,9.5,1,1.0,9.5,9.5
All Day IPA,2022,7,The Dram Shop Central,271.36,42,65.0,4.26,4.5
Alsation Pilsner,2022,7,The Dram Shop Front St.,2.81,1,1.0,3.75,3.75
Amber,2022,7,The Dram Shop Central,87.75,18,24.0,4.28,4.5
Apples & Pears,2022,7,The Dram Shop Central,626.16,109,128.0,5.0,5.0
Apricot Hefe,2022,7,The Dram Shop Central,950.01,165,217.0,4.43,4.5
Apricot Sour,2022,7,The Dram Shop Front St.,475.78,33,35.0,14.03,14.0
Arnot-Roberts,2022,7,The Dram Shop Front St.,72.0,3,3.0,24.0,24.0
Austrian Rose,2022,7,The Dram Shop Central,102.5,12,13.0,8.46,7.5
Ayinger Bräuweisse,2022,7,The Dram Shop Central,8.5,1,2.0,4.25,4.25
Ayinger Jahrhundert Bier,2022,7,The Dram Shop Front St.,33.5,5,6.0,5.85,6.25
BAM Berry Smoothie IPA,2022,7,The Dram Shop Front St.,374.37,46,48.0,8.26,7.5
Badfinger Imperial Stout,2022,7,The Dram Shop Central,26.5,1,1.0,26.5,26.5
Baksteenwinkel Saison,2022,7,The Dram Shop Front St.,103.5,10,12.0,8.59,9.0
Banshee Chardonnay,2022,7,The Dram Shop Central,218.5,19,23.0,9.5,9.5
Banshee Chardonnay,2022,7,The Dram Shop Front St.,195.75,15,20.0,10.12,9.5
Banshee Rose,2022,7,The Dram Shop Central,229.5,21,28.0,8.5,8.5
Barrel Aged Narwhal,2022,7,The Dram Shop Front St.,302.16,35,39.0,7.85,7.5
Bavarian Pils,2022,7,The Dram Shop Front St.,1509.35,188,242.0,6.35,6.0
Beachy Clean West Coast IPA,2022,7,The Dram Shop Central,607.03,84,117.0,5.67,5.5
Bear Smart Missoula Fruited Sour,2022,7,The Dram Shop Central,15.0,2,3.0,6.0,6.0
Beestly Organic Honey Porter,2022,7,The Dram Shop Front St.,112.94,19,20.0,5.88,5.5
Bianco Alpino Frizzante Pet-Nat,2022,7,The Dram Shop Front St.,50.35,2,2.0,26.5,26.5
Bitburger Pilsner,2022,7,The Dram Shop Central,19.25,5,6.0,3.4,3.0
Black Currant Sour,2022,7,The Dram Shop Front St.,141.37,24,30.0,4.82,5.0
Blackberry Currant,2022,7,The Dram Shop Front St.,625.87,109,136.0,4.62,5.0
Blackfoot Single Malt IPA,2022,7,The Dram Shop Central,1880.77,210,333.0,6.04,5.5
Blackfoot Single Malt IPA,2022,7,The Dram Shop Front St.,2137.94,273,363.0,6.09,5.5
Blonde Ale,2022,7,The Dram Shop Front St.,362.32,64,75.0,4.61,4.5
Blue Verbena Sour Golden Ale,2022,7,The Dram Shop Front St.,55.62,9,10.0,5.72,5.5
Blueberry Cosmic Crisp,2022,7,The Dram Shop Front St.,643.68,115,150.0,4.46,4.5
Bonner Logger,2022,7,The Dram Shop Front St.,8.25,3,3.0,2.75,2.75
